payment_id,amount,previous_failures,customer_history,failure_reason,payment_method,retry_count,customer_age_days,time_of_day,day_type,recovered
PAY00479,3518.91,1,0,network_error,UPI,0,402,14,weekday,0
PAY00074,5340.66,3,1,customer_cancelled,UPI,1,563,0,weekday,0
PAY00911,1847.38,2,1,network_error,Card,1,29,23,weekend,1
PAY00814,2280.51,0,0,customer_cancelled,Net Banking,1,502,12,weekend,0
PAY00239,1418.66,1,1,bank_server_error,UPI,1,350,10,weekend,0
PAY00146,2458.89,1,0,insufficient_funds,Card,2,376,0,weekday,0
PAY00793,5404.88,2,0,authentication_failed,Card,0,423,14,weekend,0
PAY00235,1883.33,0,0,authentication_failed,UPI,0,653,20,weekend,1
PAY00221,2893.55,3,1,authentication_failed,UPI,0,433,7,weekday,0
PAY00924,2153.36,3,1,bank_server_error,UPI,0,660,21,weekday,1
PAY00501,11156.76,0,1,authentication_failed,UPI,1,1052,11,weekday,1
PAY00133,6005.29,2,1,bank_server_error,Card,0,784,5,weekday,1
PAY00991,7335.57,2,1,network_error,UPI,0,309,16,weekday,1
PAY00775,3536.04,2,1,card_declined,UPI,0,305,17,weekend,1
PAY00186,12911.98,0,1,customer_cancelled,Card,4,211,18,weekend,1
PAY00042,5553.59,1,1,network_error,UPI,0,350,2,weekend,1
PAY00697,486.98,1,1,authentication_failed,Net Banking,0,433,7,weekday,1
PAY00109,7149.37,1,0,card_declined,Card,1,291,11,weekend,1
PAY00589,4275.47,3,1,insufficient_funds,UPI,2,804,19,weekday,0
PAY00057,2770.12,0,1,transaction_limit,Card,1,1025,15,weekday,0
PAY00406,2792.12,1,1,bank_server_error,Card,0,232,12,weekday,0
PAY00443,4760.71,2,1,timeout,UPI,1,241,10,weekday,1
PAY00758,7239.34,2,1,expired_card,UPI,1,1160,18,weekend,1
PAY00998,3879.72,0,1,network_error,UPI,1,570,22,weekend,1
PAY00025,2431.93,1,0,risk_declined,UPI,3,560,8,weekend,0
PAY00468,18163.42,2,1,card_declined,Card,1,969,6,weekday,1
PAY00540,1793.52,1,0,timeout,UPI,2,463,0,weekday,1
PAY00532,1572.72,2,1,risk_declined,UPI,1,172,9,weekday,0
PAY00619,2076.91,1,1,network_error,UPI,0,538,21,weekday,1
PAY00695,1733.36,1,1,network_error,UPI,0,644,17,weekday,0
PAY00927,3029.81,1,1,timeout,UPI,1,150,21,weekday,0
PAY00339,9344.41,2,1,bank_server_error,UPI,0,424,23,weekend,1
PAY00052,5985.61,3,1,card_declined,Wallet,2,1396,18,weekday,0
PAY00508,5065.31,4,1,network_error,Card,0,1105,14,weekend,0
PAY00517,6177.05,1,1,transaction_limit,Card,2,474,18,weekday,0
PAY00921,2671.24,3,1,network_error,UPI,0,514,16,weekday,0
PAY00782,3270.66,1,1,customer_cancelled,Net Banking,1,1517,4,weekday,0
PAY00265,5225.61,0,1,network_error,UPI,1,882,5,weekday,1
PAY00818,4307.04,1,1,authentication_failed,Card,0,1332,10,weekday,0
PAY00711,3459.64,0,1,authentication_failed,Card,3,405,22,weekday,1
PAY00683,10142.45,1,0,network_error,Wallet,2,563,8,weekday,0
PAY00833,1341.98,3,1,card_declined,Card,0,1016,11,weekend,0
PAY00519,7507.53,1,1,transaction_limit,UPI,0,710,12,weekday,1
PAY00448,2640.58,0,1,bank_server_error,UPI,0,875,19,weekday,0
PAY00019,7384.96,2,1,card_declined,Net Banking,1,1356,17,weekend,1
PAY00716,1245.15,3,1,expired_card,UPI,1,521,17,weekday,0
PAY00484,5734.06,2,0,card_declined,UPI,1,328,2,weekday,1
PAY00569,5578.54,2,1,network_error,UPI,2,934,22,weekend,0
PAY00434,738.22,0,0,card_declined,UPI,0,469,13,weekday,1
PAY00368,1739.94,2,1,bank_server_error,Net Banking,2,599,17,weekday,1
PAY00084,2530.17,1,1,bank_server_error,UPI,0,159,0,weekend,1
PAY00062,2632.97,1,1,risk_declined,Card,2,1235,12,weekday,1
PAY00639,5728.13,1,1,transaction_limit,UPI,0,379,18,weekday,0
PAY00273,3222.22,0,1,customer_cancelled,Wallet,1,509,14,weekday,0
PAY00286,2344.25,0,1,timeout,Wallet,0,487,23,weekday,1
PAY00361,3074.43,2,1,network_error,UPI,0,267,18,weekday,1
PAY00355,8679.5,0,1,bank_server_error,UPI,0,784,20,weekday,1
PAY00457,8737.0,2,1,network_error,UPI,2,1078,0,weekday,1
PAY00279,9633.38,4,1,risk_declined,UPI,1,767,1,weekend,0
PAY00013,3702.06,2,1,network_error,Card,1,1675,20,weekday,1
PAY00183,2468.16,3,0,risk_declined,Card,1,1083,5,weekday,0
PAY00369,4156.71,0,1,network_error,UPI,3,616,10,weekday,1
PAY00882,7832.37,1,0,bank_server_error,Net Banking,1,575,7,weekend,1
PAY00616,1176.48,1,1,expired_card,Card,2,771,15,weekday,1
PAY00224,1392.41,0,1,bank_server_error,UPI,1,347,21,weekday,0
PAY00573,4373.19,0,1,network_error,Card,0,426,3,weekday,1
PAY00971,2752.16,1,1,bank_server_error,UPI,2,510,8,weekday,1
PAY00654,1369.69,1,1,insufficient_funds,Card,2,912,4,weekend,0
PAY00546,3057.07,1,1,expired_card,UPI,2,1105,1,weekday,0
PAY00583,2726.59,1,1,card_declined,Card,0,440,22,weekday,1
PAY00634,674.66,1,1,card_declined,Net Banking,0,304,22,weekday,1
PAY00177,13396.46,2,1,timeout,UPI,1,382,20,weekday,1
PAY00666,821.16,0,0,network_error,Card,1,572,0,weekday,0
PAY00674,1142.77,2,1,bank_server_error,UPI,2,645,3,weekend,1
PAY00586,19114.84,1,0,network_error,UPI,1,336,11,weekend,1
PAY00874,3692.54,1,1,timeout,UPI,4,162,21,weekday,1
PAY00394,5171.9,0,1,card_declined,Card,0,196,2,weekday,1
PAY00164,1741.22,1,1,network_error,UPI,1,570,9,weekend,1
PAY00249,41349.9,1,1,card_declined,UPI,0,368,19,weekday,1
PAY00635,2688.15,2,1,bank_server_error,UPI,0,1502,15,weekday,0
PAY00886,4474.27,0,1,insufficient_funds,UPI,0,944,23,weekday,1
PAY00670,395.63,2,0,insufficient_funds,UPI,0,303,13,weekday,0
PAY00376,25311.73,1,1,bank_server_error,Net Banking,1,1846,16,weekday,1
PAY00413,1966.47,0,1,network_error,Card,2,1140,19,weekend,1
PAY00075,3950.43,0,0,bank_server_error,UPI,2,836,0,weekday,0
PAY00114,1023.89,1,0,network_error,Net Banking,1,1775,8,weekday,1
PAY00599,4298.1,2,0,expired_card,Card,2,999,21,weekday,0
PAY00962,3912.34,1,1,bank_server_error,UPI,1,629,16,weekday,1
PAY00391,491.24,2,1,card_declined,UPI,1,358,19,weekend,1
PAY00105,1582.79,0,1,timeout,Card,2,503,10,weekday,1
PAY00115,3721.3,1,1,insufficient_funds,Card,0,575,17,weekend,1
PAY00418,10818.92,1,1,network_error,UPI,1,635,18,weekday,1
PAY00526,2402.73,2,1,insufficient_funds,UPI,1,728,22,weekday,1
PAY00458,1705.66,1,0,timeout,Card,0,75,5,weekend,0
PAY00410,1162.72,0,1,card_declined,UPI,2,585,16,weekend,1
PAY00093,2442.35,0,0,network_error,Card,1,344,14,weekend,1
PAY00931,3517.95,0,1,timeout,UPI,4,224,13,weekday,1
PAY00090,5115.7,2,1,customer_cancelled,UPI,0,271,19,weekday,0
PAY00337,1978.41,0,0,insufficient_funds,Card,0,471,1,weekday,1
PAY00989,2706.17,0,1,card_declined,Wallet,0,423,19,weekend,1
PAY00922,1674.99,0,1,card_declined,Net Banking,2,382,23,weekday,1
PAY00934,14197.24,2,1,timeout,Card,0,970,18,weekday,0
PAY00606,5544.05,0,1,insufficient_funds,Card,0,729,4,weekday,0
PAY00594,859.65,0,0,card_declined,UPI,1,338,18,weekday,1
PAY00612,4274.84,1,1,bank_server_error,Card,0,661,1,weekend,1
PAY00095,834.04,1,1,insufficient_funds,Card,2,1200,19,weekday,0
PAY00012,6779.38,0,1,bank_server_error,Wallet,1,864,14,weekend,1
PAY00397,6678.38,1,0,risk_declined,Card,1,1194,7,weekend,0
PAY00534,5141.0,1,0,expired_card,UPI,0,624,23,weekday,0
PAY00044,4263.54,2,1,card_declined,UPI,2,426,16,weekday,0
PAY00043,1987.9,1,1,authentication_failed,Card,0,201,10,weekday,1
PAY00330,2252.92,3,0,bank_server_error,Card,0,537,18,weekday,0
PAY00168,4854.82,1,1,insufficient_funds,Card,2,776,21,weekend,0
PAY00498,2631.35,0,0,card_declined,UPI,3,371,14,weekend,0
PAY00877,3463.54,1,1,network_error,UPI,1,1046,12,weekday,1
PAY00598,6982.97,1,0,card_declined,Card,0,574,9,weekday,1
PAY00757,1600.06,1,0,bank_server_error,UPI,3,489,3,weekend,1
PAY00101,2537.87,1,0,bank_server_error,UPI,2,1313,20,weekend,1
PAY00427,6929.66,2,1,network_error,UPI,0,753,22,weekday,1
PAY00179,3164.26,1,1,authentication_failed,Net Banking,0,448,18,weekend,1
PAY00445,2615.34,0,0,card_declined,Card,0,750,14,weekend,1
PAY00417,8833.91,0,1,insufficient_funds,Net Banking,1,690,10,weekday,1
PAY00871,4436.2,1,1,bank_server_error,UPI,0,1229,19,weekday,0
PAY00883,1361.14,2,0,expired_card,UPI,0,685,4,weekend,0
PAY00681,7007.79,1,1,network_error,Card,1,818,16,weekday,0
PAY00178,4009.86,3,0,timeout,Net Banking,1,520,7,weekend,1
PAY00396,3936.41,1,1,risk_declined,Wallet,0,1001,5,weekday,0
PAY00912,4904.93,1,1,transaction_limit,UPI,1,1078,7,weekday,0
PAY00794,4880.94,2,1,card_declined,UPI,0,221,10,weekend,1
PAY00961,13833.68,0,1,card_declined,Card,4,791,20,weekend,1
PAY00685,2417.34,1,1,insufficient_funds,UPI,0,533,6,weekend,0
PAY00384,1207.88,1,1,card_declined,UPI,0,215,10,weekday,1
PAY00957,2319.47,0,1,insufficient_funds,UPI,1,470,14,weekday,0
PAY00752,2713.9,2,0,insufficient_funds,UPI,0,207,5,weekday,1
PAY00258,2542.2,0,1,network_error,UPI,0,1058,20,weekday,1
PAY00539,457.33,3,1,network_error,UPI,0,1341,16,weekday,1
PAY00336,1244.44,1,1,insufficient_funds,Wallet,0,1503,22,weekend,0
PAY00016,1686.01,1,1,network_error,UPI,0,338,1,weekday,1
PAY00325,16449.78,4,0,transaction_limit,UPI,0,546,0,weekend,0
PAY00759,6028.18,3,0,timeout,UPI,3,862,13,weekday,1
PAY00223,4066.78,1,1,insufficient_funds,UPI,0,552,4,weekday,0
PAY00180,4462.53,1,1,network_error,UPI,2,832,10,weekday,1
PAY00984,6540.47,3,0,authentication_failed,Card,1,245,0,weekend,0
PAY00023,9893.95,0,1,timeout,UPI,1,589,23,weekend,0
PAY00357,4271.67,2,0,timeout,Card,1,437,5,weekend,1
PAY00667,886.44,1,0,network_error,Card,2,519,12,weekday,1
PAY00862,1027.17,3,1,bank_server_error,UPI,0,635,8,weekday,1
PAY00341,499.16,1,1,insufficient_funds,UPI,1,540,11,weekday,1
PAY00432,5239.65,3,1,network_error,UPI,3,1235,22,weekday,1
PAY00552,5617.1,1,1,timeout,UPI,1,207,21,weekend,1
PAY00834,2534.33,2,1,card_declined,UPI,1,527,14,weekday,0
PAY00204,6050.32,1,1,timeout,UPI,0,400,11,weekend,1
PAY00631,13764.04,0,0,card_declined,UPI,1,486,16,weekday,1
PAY00094,3270.69,1,1,insufficient_funds,UPI,0,191,15,weekend,0
PAY00559,1215.26,1,1,card_declined,UPI,2,233,13,weekend,0
PAY00069,7257.55,0,1,expired_card,UPI,4,660,18,weekend,0
PAY00623,4398.83,0,1,authentication_failed,Net Banking,0,1028,6,weekend,1
PAY00285,1361.92,3,0,insufficient_funds,Net Banking,0,267,9,weekday,0
PAY00845,3912.44,0,1,card_declined,UPI,1,1424,1,weekday,1
PAY00435,7704.58,2,0,authentication_failed,UPI,0,931,10,weekday,0
PAY00154,2314.98,1,1,insufficient_funds,UPI,1,643,21,weekday,0
PAY00076,6294.5,0,0,customer_cancelled,Card,0,453,13,weekday,0
PAY00731,5121.28,0,1,card_declined,Card,3,965,5,weekday,1
PAY00447,8670.29,0,0,bank_server_error,UPI,0,265,16,weekday,1
PAY00189,1093.99,0,1,card_declined,UPI,0,986,17,weekday,1
PAY00272,4580.39,2,1,insufficient_funds,Net Banking,2,235,11,weekend,0
PAY00237,564.15,1,1,expired_card,Net Banking,0,1028,19,weekday,1
PAY00488,5045.61,0,1,expired_card,UPI,0,122,17,weekend,1
PAY00118,3565.62,1,1,network_error,UPI,2,477,18,weekend,1
PAY00944,9708.71,5,0,authentication_failed,Card,2,458,19,weekday,1
PAY00513,3808.82,2,1,network_error,UPI,0,524,15,weekday,1
PAY00826,3587.68,0,1,network_error,UPI,0,576,3,weekday,1
PAY00592,4325.14,0,1,insufficient_funds,Net Banking,1,228,13,weekday,1
PAY00127,12140.78,0,0,timeout,UPI,1,830,17,weekday,0
PAY00117,4265.41,2,1,network_error,UPI,1,372,21,weekday,1
PAY00474,4097.14,1,1,transaction_limit,Net Banking,2,344,3,weekday,0
PAY00694,516.21,1,0,authentication_failed,Card,0,724,0,weekend,0
PAY00058,12471.71,2,1,bank_server_error,Card,0,964,16,weekend,1
PAY00864,3758.98,0,1,risk_declined,UPI,0,689,22,weekend,1
PAY00913,5612.56,1,1,network_error,Card,1,248,18,weekday,1
PAY00370,7174.19,1,1,customer_cancelled,Net Banking,1,1091,19,weekend,1
PAY00269,3661.76,2,1,network_error,Card,2,700,1,weekend,1
PAY00047,7341.02,1,1,authentication_failed,Card,3,635,1,weekday,0
PAY00350,12271.99,1,1,bank_server_error,Card,0,382,6,weekend,1
PAY00196,1635.98,0,1,card_declined,UPI,0,676,8,weekday,1
PAY01000,7049.47,0,0,card_declined,UPI,1,815,13,weekday,1
PAY00835,1845.6,1,1,network_error,UPI,1,858,23,weekday,1
PAY00737,6779.24,1,1,authentication_failed,Wallet,1,192,16,weekend,0
PAY00264,2183.08,2,1,insufficient_funds,Net Banking,1,224,2,weekend,1
PAY00444,10754.51,2,1,transaction_limit,Net Banking,1,197,9,weekday,0
PAY00676,4710.11,0,1,authentication_failed,Card,0,585,9,weekday,1
PAY00305,3322.23,2,1,card_declined,Card,1,1299,11,weekday,1
PAY00342,4533.41,1,0,insufficient_funds,Card,0,607,13,weekday,1
PAY00967,2815.97,1,1,card_declined,UPI,0,149,3,weekday,1
PAY00150,3999.84,0,1,insufficient_funds,Wallet,1,446,18,weekday,1
PAY00125,7117.86,0,0,expired_card,Net Banking,2,1472,12,weekday,1
PAY00787,3634.03,0,1,risk_declined,UPI,0,487,6,weekday,0
PAY00051,4475.04,1,1,card_declined,UPI,1,216,21,weekend,1
PAY00354,6989.87,1,1,risk_declined,Wallet,3,400,13,weekend,0
PAY00928,4975.3,3,1,bank_server_error,Net Banking,5,518,7,weekend,0
PAY00143,571.51,0,1,timeout,Net Banking,1,318,20,weekday,1
PAY00471,4703.54,1,1,insufficient_funds,UPI,1,807,18,weekday,0
PAY00400,1922.82,2,0,network_error,Net Banking,2,1001,18,weekday,0
PAY00626,2224.05,1,1,bank_server_error,Card,1,321,23,weekend,1
PAY00321,6805.7,3,0,timeout,Card,2,148,12,weekday,0
PAY00020,3354.58,3,1,network_error,Card,2,1453,2,weekday,0
PAY00810,4209.78,0,0,network_error,Card,0,523,18,weekday,1
PAY00791,1856.29,1,1,authentication_failed,UPI,0,847,12,weekday,1
PAY00809,2668.52,1,1,network_error,UPI,0,58,5,weekday,1
PAY00408,7084.11,0,1,insufficient_funds,UPI,0,728,0,weekday,0
PAY00538,9285.03,0,0,insufficient_funds,UPI,0,66,13,weekday,1
PAY00621,2406.58,2,1,timeout,UPI,0,674,3,weekend,0
PAY00039,1736.64,0,1,insufficient_funds,UPI,1,247,8,weekday,0
PAY00176,4053.02,6,1,authentication_failed,UPI,1,294,5,weekday,0
PAY00246,1171.7,0,0,expired_card,Card,1,603,13,weekday,0
PAY00829,9823.96,0,1,transaction_limit,UPI,1,162,14,weekend,0
PAY00668,5272.58,1,1,timeout,Card,1,756,18,weekday,0
PAY00755,15961.13,1,0,network_error,UPI,1,406,2,weekday,1
PAY00859,674.58,2,1,transaction_limit,Card,2,84,16,weekday,0
PAY00155,3343.6,1,1,network_error,Card,0,671,21,weekend,1
PAY00288,3659.62,0,0,transaction_limit,UPI,0,258,10,weekday,0
PAY00603,10340.24,1,1,expired_card,Card,1,550,10,weekday,0
PAY00570,4106.37,0,1,expired_card,UPI,1,781,23,weekday,1
PAY00744,720.29,0,1,bank_server_error,UPI,2,1651,9,weekend,1
PAY00018,1549.16,0,0,card_declined,UPI,0,495,1,weekday,1
PAY00128,1274.19,2,1,bank_server_error,Net Banking,2,812,9,weekday,0
PAY00323,9471.84,0,1,authentication_failed,Card,0,147,16,weekday,0
PAY00256,6776.77,0,0,network_error,UPI,1,1244,13,weekend,1
PAY00658,4069.62,3,1,insufficient_funds,Card,2,406,18,weekday,0
PAY00965,3395.65,0,1,card_declined,Card,2,673,17,weekend,1
PAY00191,15148.16,0,0,bank_server_error,Card,1,776,5,weekday,1
PAY00116,2231.54,0,1,transaction_limit,Card,2,220,6,weekend,1
PAY00617,6420.59,1,0,timeout,Card,0,462,19,weekday,1
PAY00607,6694.26,0,0,expired_card,Net Banking,3,827,21,weekday,1
PAY00181,10621.33,0,1,timeout,UPI,1,560,2,weekday,1
PAY00302,950.26,1,1,authentication_failed,Card,0,1137,5,weekday,1
PAY00760,5098.4,1,1,authentication_failed,UPI,1,828,22,weekday,1
PAY00713,1452.01,1,1,bank_server_error,UPI,1,179,19,weekday,1
PAY00724,980.81,1,1,customer_cancelled,Card,2,371,18,weekend,0
PAY00686,2329.2,2,1,card_declined,UPI,0,231,14,weekday,1
PAY00980,5103.89,2,0,expired_card,UPI,0,681,14,weekday,0
PAY00518,1949.64,1,1,authentication_failed,UPI,3,725,7,weekday,1
PAY00985,4811.42,2,1,network_error,Card,1,458,2,weekend,0
PAY00046,4214.99,2,0,timeout,UPI,5,980,15,weekday,0
PAY00910,1402.08,3,1,card_declined,Card,0,790,3,weekend,1
PAY00158,8069.5,0,1,transaction_limit,Card,0,377,16,weekday,1
PAY00852,2308.22,0,1,authentication_failed,Card,1,787,18,weekend,1
PAY00172,5113.71,1,1,timeout,Net Banking,1,881,23,weekday,1
PAY00017,4788.42,2,1,network_error,UPI,0,614,8,weekday,1
PAY00512,2718.39,1,1,network_error,Card,0,394,15,weekday,1
PAY00049,6232.89,1,1,transaction_limit,UPI,1,663,18,weekend,0
PAY00972,3197.94,0,1,card_declined,Card,0,185,16,weekday,1
PAY00941,4189.71,3,1,bank_server_error,Card,3,228,21,weekday,1
PAY00516,4691.31,0,1,network_error,UPI,1,1558,11,weekday,1
PAY00953,5252.28,0,0,risk_declined,UPI,0,521,5,weekday,0
PAY00481,4230.76,1,1,timeout,UPI,1,881,23,weekend,0
PAY00284,5150.12,1,1,bank_server_error,Card,2,355,12,weekend,1
PAY00719,2597.25,3,1,timeout,UPI,2,526,23,weekend,1
PAY00878,2900.67,1,1,network_error,Net Banking,0,741,14,weekday,1
PAY00226,4249.31,3,1,insufficient_funds,Net Banking,0,1348,11,weekday,0
PAY00027,5502.63,0,0,card_declined,Card,1,638,12,weekday,1
PAY00955,1910.71,1,1,insufficient_funds,Net Banking,1,480,12,weekday,0
PAY00438,1409.84,1,0,insufficient_funds,UPI,1,497,15,weekday,0
PAY00952,5138.53,1,1,network_error,UPI,1,898,10,weekend,1
PAY00365,3147.18,0,0,network_error,Net Banking,0,831,3,weekend,1
PAY00230,2741.45,0,1,authentication_failed,Net Banking,3,458,7,weekday,0
PAY00038,1713.66,2,0,card_declined,Card,0,163,0,weekday,0
PAY00966,1097.17,3,1,card_declined,Net Banking,0,428,10,weekday,1
PAY00375,5605.58,3,1,card_declined,Card,0,1245,18,weekday,1
PAY00470,1544.94,0,1,timeout,UPI,0,1284,12,weekday,1
PAY00968,1862.46,1,1,card_declined,UPI,1,113,11,weekday,1
PAY00851,2573.34,1,1,insufficient_funds,Card,2,407,10,weekday,1
PAY00705,8538.29,0,1,network_error,UPI,0,393,2,weekday,1
PAY00842,3607.46,0,1,timeout,UPI,2,990,5,weekday,1
PAY00195,1365.85,4,1,timeout,Card,0,505,7,weekday,1
PAY00855,4435.11,0,1,card_declined,UPI,0,806,8,weekday,1
PAY00865,1941.15,0,1,network_error,UPI,0,1000,18,weekend,1
PAY00504,975.93,1,1,authentication_failed,Card,0,561,18,weekday,1
PAY00970,3604.5,3,1,expired_card,UPI,0,675,3,weekday,1
PAY00831,4900.35,1,1,bank_server_error,UPI,1,626,4,weekday,1
PAY00580,4766.91,0,1,transaction_limit,UPI,0,1064,20,weekday,0
PAY00969,7678.83,1,1,customer_cancelled,UPI,2,1312,14,weekday,0
PAY00163,21369.45,3,1,bank_server_error,UPI,2,186,5,weekday,0
PAY00909,3714.32,1,0,authentication_failed,Net Banking,1,1458,14,weekend,1
PAY00153,843.06,1,1,authentication_failed,Card,1,741,17,weekday,1
PAY00802,1393.22,2,0,authentication_failed,Card,1,1016,18,weekend,0
PAY00994,10701.13,0,0,card_declined,UPI,2,586,7,weekday,0
PAY00756,9192.65,1,1,card_declined,Card,0,322,0,weekday,0
PAY00112,4283.79,2,0,card_declined,Net Banking,0,403,18,weekday,0
PAY00227,29743.66,0,0,card_declined,UPI,1,1204,12,weekday,1
PAY00689,2369.66,3,1,authentication_failed,Card,0,655,6,weekday,1
PAY00104,6551.22,2,1,card_declined,Card,1,544,1,weekday,0
PAY00422,1717.68,2,1,network_error,UPI,3,159,15,weekday,1
PAY00420,11059.73,2,1,expired_card,Net Banking,0,1003,7,weekend,0
PAY00751,3534.23,1,1,network_error,UPI,0,667,4,weekend,1
PAY00587,1287.42,1,0,network_error,Wallet,1,791,16,weekday,1
PAY00781,3350.96,0,1,card_declined,UPI,1,355,20,weekday,1
PAY00673,1907.84,0,1,bank_server_error,UPI,3,151,5,weekday,0
PAY00120,2855.68,1,1,insufficient_funds,UPI,0,374,5,weekday,1
PAY00054,2667.24,0,0,insufficient_funds,Wallet,2,113,10,weekend,0
PAY00152,1451.3,1,1,bank_server_error,Card,1,256,23,weekday,1
PAY00404,2504.48,2,1,network_error,Net Banking,1,808,6,weekend,1
PAY00946,2586.79,0,1,bank_server_error,UPI,0,520,6,weekday,1
PAY00208,1242.06,2,1,expired_card,UPI,1,474,23,weekend,1
PAY00659,9810.02,1,1,bank_server_error,UPI,0,863,12,weekday,1
PAY00844,3233.16,0,1,card_declined,UPI,0,1547,11,weekday,1
PAY00763,6565.15,2,0,authentication_failed,Card,1,1460,13,weekend,0
PAY00009,3450.37,1,1,card_declined,UPI,1,578,14,weekday,0
PAY00808,1215.54,0,1,network_error,UPI,1,537,2,weekday,1
PAY00037,3176.91,1,1,timeout,Card,1,165,18,weekday,1
PAY00453,18377.44,1,0,expired_card,UPI,2,450,15,weekday,0
PAY00652,3018.37,2,1,insufficient_funds,UPI,0,650,1,weekday,0
PAY00254,1512.76,2,1,insufficient_funds,UPI,1,1285,14,weekday,1
PAY00304,2647.24,2,1,network_error,Card,2,497,4,weekday,0
PAY00747,16130.6,3,1,network_error,Wallet,0,302,13,weekday,1
PAY00572,3303.49,0,1,expired_card,UPI,1,279,15,weekday,1
PAY00624,2066.89,0,1,insufficient_funds,Card,3,438,1,weekday,0
PAY00733,5580.01,0,0,authentication_failed,UPI,0,147,19,weekday,1
PAY00892,2178.62,2,1,insufficient_funds,Net Banking,0,928,10,weekend,0
PAY00263,4263.57,1,1,network_error,UPI,0,415,10,weekday,1
PAY00611,1452.96,1,0,timeout,Card,2,751,6,weekend,0
PAY00298,2551.38,3,1,transaction_limit,UPI,1,850,5,weekday,0
PAY00415,2747.28,0,0,bank_server_error,Net Banking,0,603,21,weekday,1
PAY00151,3058.5,1,1,card_declined,UPI,0,746,2,weekday,1
PAY00789,1394.73,4,0,card_declined,UPI,1,453,11,weekend,1
PAY00641,982.67,0,1,timeout,Card,3,1705,7,weekday,0
PAY00890,822.32,0,1,network_error,Card,1,605,11,weekday,1
PAY00551,4855.18,1,0,card_declined,Wallet,0,906,16,weekday,1
PAY00887,10084.18,3,0,insufficient_funds,UPI,1,511,0,weekday,0
PAY00489,1697.16,1,1,bank_server_error,Card,1,187,23,weekend,1
PAY00148,3105.24,2,1,risk_declined,Net Banking,1,680,22,weekday,0
PAY00147,2080.23,0,1,insufficient_funds,UPI,0,764,15,weekday,0
PAY00721,3225.25,0,1,authentication_failed,Card,0,802,4,weekend,1
PAY00932,5123.5,1,1,timeout,UPI,1,137,20,weekday,0
PAY00740,518.19,4,0,network_error,Card,0,1056,20,weekend,1
PAY00660,2657.91,3,1,authentication_failed,UPI,0,240,18,weekday,0
PAY00349,912.48,2,1,transaction_limit,Card,1,356,10,weekday,1
PAY00464,600.93,1,1,insufficient_funds,UPI,0,256,16,weekday,1
PAY00326,6513.79,1,1,card_declined,Card,0,829,7,weekday,1
PAY00187,4089.87,1,0,card_declined,Card,1,422,14,weekday,1
PAY00124,11112.52,0,1,authentication_failed,UPI,1,542,4,weekend,1
PAY00854,3593.71,0,1,insufficient_funds,UPI,1,1000,20,weekday,1
PAY00609,835.27,1,1,authentication_failed,UPI,1,680,4,weekend,0
PAY00144,4394.34,2,0,risk_declined,UPI,0,976,9,weekday,0
PAY00959,3494.29,1,0,insufficient_funds,Card,2,667,20,weekday,0
PAY00198,2502.65,2,1,insufficient_funds,UPI,0,1819,4,weekday,0
PAY00610,5529.47,2,1,bank_server_error,UPI,0,524,23,weekday,1
PAY00280,4375.85,2,1,transaction_limit,Card,0,450,20,weekend,1
PAY00294,394.99,0,1,timeout,UPI,0,584,5,weekday,1
PAY00401,3004.45,0,0,insufficient_funds,UPI,1,535,17,weekday,0
PAY00123,4219.68,1,0,bank_server_error,Net Banking,0,750,1,weekend,1
PAY00184,8963.03,0,0,insufficient_funds,UPI,1,814,6,weekday,0
PAY00203,3780.14,1,0,authentication_failed,UPI,0,575,3,weekday,0
PAY00439,2006.96,0,1,timeout,Wallet,1,779,14,weekday,1
PAY00247,1377.81,0,0,timeout,Card,2,1449,20,weekend,0
PAY00416,4140.78,0,1,insufficient_funds,Card,1,373,19,weekday,1
PAY00933,9424.14,0,1,card_declined,Net Banking,1,201,21,weekday,1
PAY00766,768.51,2,1,card_declined,UPI,0,170,19,weekday,1
PAY00907,2889.68,2,1,customer_cancelled,Net Banking,0,850,14,weekday,0
PAY00836,1636.51,0,0,authentication_failed,UPI,2,1350,10,weekend,0
PAY00888,2425.71,1,0,customer_cancelled,Wallet,0,942,18,weekday,1
PAY00130,1592.29,3,1,expired_card,UPI,3,647,7,weekday,0
PAY00638,1358.5,0,1,card_declined,UPI,1,441,21,weekday,1
PAY00403,7030.18,0,0,expired_card,Wallet,1,1301,8,weekday,0
PAY00785,3534.22,0,1,insufficient_funds,Net Banking,0,1080,22,weekday,0
PAY00771,15216.94,1,0,bank_server_error,UPI,0,912,22,weekend,0
PAY00736,4003.48,1,0,network_error,Card,1,748,18,weekday,0
PAY00914,2062.5,1,1,network_error,Card,0,65,23,weekday,1
PAY00220,1937.14,0,0,customer_cancelled,UPI,2,983,4,weekend,0
PAY00642,6341.28,1,0,network_error,UPI,1,1182,8,weekday,1
PAY00916,9361.87,0,1,insufficient_funds,UPI,1,1122,15,weekday,0
PAY00753,1476.91,1,1,bank_server_error,Card,0,236,5,weekday,0
PAY00807,3127.92,1,0,insufficient_funds,Card,2,824,17,weekday,0
PAY00920,707.57,0,1,timeout,UPI,1,144,1,weekday,1
PAY00625,5223.82,2,1,bank_server_error,UPI,0,1350,6,weekday,1
PAY00875,700.9,0,0,network_error,Card,0,116,2,weekday,1
PAY00761,10124.7,2,0,bank_server_error,UPI,0,1388,4,weekday,1
